Index,Prompt,GT,Prediction
10,"Analyze the following CVE description and map it to the appropriate CWE. Provide a brief justification for your choice. Ensure the last line of your response contains only the CWE ID.  CVE Description: A vulnerability has been identified in JT Utilities (All versions < V13.1.1.0), JTTK (All versions < V11.1.1.0). JTTK library in affected products contains an out of bounds write past the end of an allocated structure while parsing specially crafted JT files. This could allow an attacker to execute code in the context of the current process. (ZDI-CAN-15039) ",CWE-787,"The CVE described involves a vulnerability related to improper handling and processing within software libraries, specifically leading to out-of-bounds memory access which can result from malformed input data.

CWE ID: CWE-120

Justification:
This choice is justified because the issue stems directly from an incorrect assumption about buffer sizes or lengths (specifically parsing JT files), causing a write operation that exceeds allocated boundaries. This type of vulnerability corresponds to improper handling and processing, as defined by CWE-120 in the Common Weakness Enumeration.

CWE-ID: 120"
11,Analyze the following CVE description and map it to the appropriate CWE. Provide a brief justification for your choice. Ensure the last line of your response contains only the CWE ID.  CVE Description: Adobe Photoshop CC versions 19.1.8 and earlier and 20.0.5 and earlier have a command injection vulnerability. Successful exploitation could lead to arbitrary code execution. ,CWE-77,"The appropriate Common Weakness Enumeration (CWE) for this description is CWE-78, which stands for ""Improper Neutralization of Special Elements used in an SQL Command ';--'"". This CVE describes how Adobe Photoshop CC versions prior to the specified updates are vulnerable due to improper handling or sanitization when processing user input that could be interpreted as part of a command. The vulnerability allows attackers who can exploit this flaw through crafted inputs (such as maliciously constructed filenames) in order to execute arbitrary code, which is characteristic behavior for CWE-78.

CWE-ID: 78"
12,"Analyze the following CVE description and map it to the appropriate CWE. Provide a brief justification for your choice. Ensure the last line of your response contains only the CWE ID.  CVE Description: RouterOS 6.45.6 Stable, RouterOS 6.44.5 Long-term, and below are vulnerable to an arbitrary directory creation vulnerability via the upgrade package's name field. If an authenticated user installs a malicious package then a directory could be created and the developer shell could be enabled. ",CWE-22,"The CVE described involves vulnerabilities in router software that allow for unauthorized access through improper handling of input fields during upgrades, specifically allowing arbitrary file or folder creations.

This vulnerability can typically fall under CWE-20: Improper Input Validation because it relates to failing to validate user inputs properly which leads to security issues like directory traversal attacks. 

CWE ID: 20"
13,Analyze the following CVE description and map it to the appropriate CWE. Provide a brief justification for your choice. Ensure the last line of your response contains only the CWE ID.  CVE Description: An issue was discovered in swftools through 20200710. A heap-buffer-overflow exists in the function pool_read() located in pool.c. It allows an attacker to cause code Execution. ,CWE-787,"The described vulnerability involves a heap buffer overflow, which is typically associated with CWE ID for issues related to improper handling of memory and data structures.

CWE: Improper Handling of Memory (CWE-120)

Justification:
A heap-buffer-overflow occurs when more data than allocated in the designated area on the heap causes an overwrite. This type of vulnerability directly relates to improper management or access control over dynamic memory, which is categorized under CWE ID 120 for ""Improper Management of Resources.""

CWE: Improper Handling of Memory (CWE-120)"
14,"Analyze the following CVE description and map it to the appropriate CWE. Provide a brief justification for your choice. Ensure the last line of your response contains only the CWE ID.  CVE Description: Adobe Acrobat and Reader versions 2020.009.20074 and earlier, 2020.001.30002, 2017.011.30171 and earlier, and 2015.006.30523 and earlier have a stack exhaustion vulnerability. Successful exploitation could lead to application denial-of-service. ",CWE-400,"The CVE description indicates that Adobe Acrobat Reader has vulnerabilities related to improper handling of memory allocation which can be exploited for Denial of Service (DoS). This type of issue is typically classified under CWE-121: Improper Handling of Memory Allocation.

CWE ID: CWE-121"
15,Analyze the following CVE description and map it to the appropriate CWE. Provide a brief justification for your choice. Ensure the last line of your response contains only the CWE ID.  CVE Description: OOB read vulnerability in libsaacextractor.so library prior to SMR Sep-2021 Release 1 allows attackers to execute remote DoS via forged aac file. ,CWE-125,"The described issue involves an out-of-bounds (OOB) memory access, which is typically associated with CWE ID for improper input validation or handling.

CWE: Improper Input Validation

Justification:
An OOB read vulnerability occurs when the software reads data from outside its allocated buffer space in memory due to incorrect index calculations. This type of issue often arises because there was a lack of proper checks on user inputs, leading directly into CWE ID 281 for improper input validation.

CWE: Improper Input Validation
ID: 281"
16,"Analyze the following CVE description and map it to the appropriate CWE. Provide a brief justification for your choice. Ensure the last line of your response contains only the CWE ID.  CVE Description: Adobe Acrobat and Reader versions 2018.009.20050 and earlier, 2017.011.30070 and earlier, 2015.006.30394 and earlier have an exploitable heap overflow vulnerability. Successful exploitation could lead to arbitrary code execution in the context of the current user. ",CWE-787,"The CVE description indicates a memory corruption issue that allows for remote attackers with access rights on vulnerable systems (such as Adobe Acrobat Reader) to execute arbitrary commands or cause unintended behavior by overflowing allocated buffers.

CWE ID: CWE-121

Justification:
This vulnerability is classified under CWE-121, which describes ""Heap Buffer Overflow"". The CVE description explicitly mentions an exploitable heap overflow that could lead to arbitrary code execution. Heap buffer overflows occur when a program writes more data than the memory allocation can hold for its allocated block in dynamic storage management (heap), leading potentially dangerous consequences like remote attackers gaining control of system processes or executing malicious commands.

CWE-121"
17,Analyze the following CVE description and map it to the appropriate CWE. Provide a brief justification for your choice. Ensure the last line of your response contains only the CWE ID.  CVE Description: There is an Incorrect Calculation of Buffer Size in Huawei Smartphone.Successful exploitation of this vulnerability may cause verification bypass and directions to abnormal addresses. ,CWE-131,"The described issue involves incorrect calculation leading to buffer overflow, which can be mapped directly into a Common Weakness Enumeration (CWE) related to improper handling or miscalculation during memory operations.

Justification: The core problem here is the failure in correctly calculating how much data should fit within allocated buffers—a classic example of CWE-120: Improper Buffer Management. This vulnerability allows attackers potentially bypassing security checks and directing processes towards unintended locations, which can lead to arbitrary code execution or other malicious outcomes due to improper handling.

CWE ID: 120"
18,Analyze the following CVE description and map it to the appropriate CWE. Provide a brief justification for your choice. Ensure the last line of your response contains only the CWE ID.  CVE Description: A link following denial-of-service (DoS) vulnerability in the Trend Micro Security (Consumer) 2021 familiy of products could allow an attacker to abuse the PC Health Checkup feature of the product to create symlinks that would allow modification of files which could lead to a denial-of-service. ,CWE-59,"The CVE described involves exploiting vulnerabilities related to improper handling and validation within Trend Micro Security (Consumer) software, specifically through misuse or manipulation via created symbolic links.

This type of vulnerability typically falls under CWE ID: **CWE-20** - Improper Input Validation/Sanitization/Output Encoding/Retry. This is because the issue arises from inadequate checks on input that could lead to unintended consequences like symlink creation and subsequent file modification, which can result in a denial-of-service.

Justification:
The vulnerability stems directly from improper validation of inputs used within PC Health Checkup features leading potentially harmful actions (like creating symbolic links) without adequate security measures. This aligns with CWE-20's focus on input handling flaws that could lead to broader system impacts if not properly managed or sanitized, especially in the context described.

CWE ID: **CWE-20**"
19,Analyze the following CVE description and map it to the appropriate CWE. Provide a brief justification for your choice. Ensure the last line of your response contains only the CWE ID.  CVE Description: jsuites is an open source collection of common required javascript web components. In affected versions users are subject to cross site scripting (XSS) attacks via clipboard content. jsuites is vulnerable to DOM based XSS if the user can be tricked into copying _anything_ from a malicious and pasting it into the html editor. This is because a part of the clipboard content is directly written to `innerHTML` allowing for javascript injection and thus XSS. Users are advised to update to version 4.9.11 to resolve. ,CWE-79,"The appropriate CWE ID mapping for this CVE description would be **CWE-22: Improper Input Validation**.

Justification:
This vulnerability arises because the application does not properly validate or sanitize input that is copied from a clipboard and pasted into an HTML editor, allowing arbitrary JavaScript code (XSS) to execute. This directly relates to CWE-22 as it involves improper handling of user-supplied data without adequate validation mechanisms in place.

CWE-ID: 022"
20,Analyze the following CVE description and map it to the appropriate CWE. Provide a brief justification for your choice. Ensure the last line of your response contains only the CWE ID.  CVE Description: IBM Sterling B2B Integrator Standard Edition 5.2.0.0. through 6.1.1.0 is vulnerable to cross-site scripting. This vulnerability allows users to embed arbitrary JavaScript code in the Web UI thus altering the intended functionality potentially leading to credentials disclosure within a trusted session. IBM X-Force ID: 204912. ,CWE-79,"The CVE description indicates that there are vulnerabilities related to Cross-Site Scripting (XSS) which allow attackers to execute malicious scripts by embedding arbitrary JavaScript code in web interfaces, possibly compromising user sessions and revealing sensitive information.

CWE Mapping:
This vulnerability corresponds with CWE-79: Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection') because it involves the improper handling or sanitization that allows for script injection into a trusted session context. However, since XSS is more directly related to web UI vulnerabilities and not specifically tied to database commands as described here (though they can be interrelated), CWE-79 might seem less precise.

A better fit would actually align with CWE-23: Cross-Site Scripting due strictly because it involves the injection of malicious scripts into a trusted context, which is directly related to XSS vulnerabilities. 

CWE ID: 23"
21,"Analyze the following CVE description and map it to the appropriate CWE. Provide a brief justification for your choice. Ensure the last line of your response contains only the CWE ID.  CVE Description: In UserDetailsActivity of AndroidManifest.xml, there is a possible DoS due to a tapjacking/overlay attack. This could lead to local denial of service with no additional execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-10 Android-11 Android-12 Android-9Android ID: A-183411279 ",CWE-1021,"The CVE description indicates that there are vulnerabilities in the `UserDetailsActivity` within an application's manifest file, which can be exploited through a tapjacking/overlay attack. This type of vulnerability typically involves manipulating user interactions to trigger unintended behavior.

CWE Mapping:
This issue corresponds closely with CWE ID: **CWE-795** - Cross-Site Scripting (XSS) due to improper input validation or output encoding in the context of an Android application, as it relates specifically to how malicious scripts can be injected and executed through user interactions like tapping on overlays.

Justification for Choice:
The described vulnerability involves a type of XSS attack that leverages tapjacking/overlay techniques. Tapjacking occurs when attackers create fake overlay elements (like buttons) over legitimate app interfaces, tricking users into interacting with them unknowingly to execute malicious scripts or commands without needing additional privileges beyond what the user already has.

CWE ID: **795**"
22,Analyze the following CVE description and map it to the appropriate CWE. Provide a brief justification for your choice. Ensure the last line of your response contains only the CWE ID.  CVE Description: An issue was discovered in Bento4 through v1.6.0-637. A global-buffer-overflow exists in the function AP4_MemoryByteStream::WritePartial() located in Ap4ByteStream.cpp. It allows an attacker to cause code execution or information disclosure. ,CWE-120,"The appropriate CWE for this CVE is: **CWE-120** (Improper Neutralization of Special Elements used in an SQL Command 'SQL Injection').

Justification:
While the described vulnerability involves a buffer overflow, it specifically pertains to improper handling within memory operations that can lead directly into code execution or information disclosure. This aligns closely with CWE-120 as it highlights vulnerabilities related to special elements (like buffers) being improperly neutralized during processing in software applications like Bento4's AP4_MemoryByteStream::WritePartial() function.

CWE ID: **CWE-120**"
23,Analyze the following CVE description and map it to the appropriate CWE. Provide a brief justification for your choice. Ensure the last line of your response contains only the CWE ID.  CVE Description: Path traversal vulnerability in FactoryAirCommnadManger prior to SMR Sep-2021 Release 1 allows attackers to write file as system uid via remote socket. ,CWE-22,"The described path traversal vulnerability can be mapped to CWE ID 79, Improper Neutralization of Input During Parsing.

Justification:
CWE ID 79 refers specifically to vulnerabilities that arise from improper neutralization or handling during input parsing processes which allow an attacker to manipulate the intended behavior by exploiting insecure paths in file systems. In this case, attackers exploit a path traversal vulnerability allowing them to write files as system UID via remote socket due to inadequate sanitization of user inputs.

CWE ID: 79"
24,"Analyze the following CVE description and map it to the appropriate CWE. Provide a brief justification for your choice. Ensure the last line of your response contains only the CWE ID.  CVE Description: An id GET parameter of the Easy Testimonial Manager WordPress plugin through 1.2.0 is not sanitised, escaped or validated before inserting to a SQL statement, leading to SQL injection ",CWE-89,"The appropriate Common Weakness Enumeration (CWE) for this vulnerability description would be CWE-89 - Improper Neutralisation of Time/Date-Based Attacks.

Justification: The CVE describes an issue where the Easy Testimonial Manager WordPress plugin fails to properly sanitize or escape input before inserting it into a SQL statement. This allows attackers to manipulate time/date-based queries, leading directly to potential SQL injection attacks (CWE-89).

CWE-ID: CWE-089"
25,"Analyze the following CVE description and map it to the appropriate CWE. Provide a brief justification for your choice. Ensure the last line of your response contains only the CWE ID.  CVE Description: An issue was discovered on Virgin Media Super Hub 3 (based on ARRIS TG2492) devices. Because their SNMP commands have insufficient protection mechanisms, it is possible to use JavaScript and DNS rebinding to leak the WAN IP address of a user (if they are using certain VPN implementations, this would decloak them). ",CWE-863,"The CVE described involves an issue with inadequate security measures in handling Simple Network Management Protocol (SNMP) commands on Virgin Media Super Hub devices. This vulnerability allows attackers through JavaScript and DNS rebinding to leak the WAN IP address of a user.

This type of flaw typically falls under weaknesses related to insufficient input validation or improper access control mechanisms, which can lead to unauthorized information disclosure due to inadequate protection against certain types of attacks (like SNMP-based reconnaissance).

The appropriate Common Weakness Enumeration (CWE) for this vulnerability is CWE-310: Improper Input Validation.

Justification:
Improper input validation occurs when an application does not properly validate or sanitize user inputs, allowing attackers to manipulate the system in unintended ways. In this case, insufficient protection mechanisms with SNMP commands allow unauthorized access and leakage of sensitive information (WAN IP address), which is a direct result of improper handling/validation.

CWE-ID: CWE-310"
26,"Analyze the following CVE description and map it to the appropriate CWE. Provide a brief justification for your choice. Ensure the last line of your response contains only the CWE ID.  CVE Description: In BIG-IP LTM, AAM, AFM, Analytics, APM, ASM, DNS, Link Controller, PEM, and WebSafe software 12.0.0 to 12.1.1, in some cases the Traffic Management Microkernel (TMM) may crash when processing fragmented packets. This vulnerability affects TMM through a virtual server configured with a FastL4 profile. Traffic processing is disrupted while TMM restarts. If the affected BIG-IP system is configured as part of a device group, it will trigger a failover to the peer device. ",CWE-415,"The CVE described involves issues related to handling fragmented packets in certain versions (12.0.0 - 12.1.1) for various software products from F5 Networks.

This vulnerability can be mapped primarily under CWE-400: Improper Handling of User Input, as it pertains directly to how the Traffic Management Microkernel processes and handles user input—in this case, fragmented packets—which leads to crashes or disruptions in traffic processing when certain conditions are met (a virtual server with a FastL4 profile).

CWE ID: 400"
27,"Analyze the following CVE description and map it to the appropriate CWE. Provide a brief justification for your choice. Ensure the last line of your response contains only the CWE ID.  CVE Description: GLPI is a free Asset and IT management software package. Starting in version 9.1 and prior to version 9.5.6, GLPI with API Rest enabled is vulnerable to API bypass with custom header injection. This issue is fixed in version 9.5.6. One may disable API Rest as a workaround. ",CWE-74,"The CVE description indicates that there was an insecure direct object reference vulnerability (CWE-611) due to the ability of attackers to inject arbitrary headers via REST APIs, which could lead them to access unauthorized resources or perform unintended actions.

Justification: The issue arises from improper handling and validation in API requests allowing for header injection. This directly relates to CWE-611 as it involves manipulating object references through an insecure interface (API).

CWE-ID: 611"
28,"Analyze the following CVE description and map it to the appropriate CWE. Provide a brief justification for your choice. Ensure the last line of your response contains only the CWE ID.  CVE Description: In apusys, there is a possible out of bounds write due to a missing bounds check. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS05672107; Issue ID: ALPS05672107. ",CWE-787,"The CVE description indicates an issue related to improper handling or lack of validation checks, specifically a missing bounds check that could lead to out-of-bounds write vulnerabilities.

CWE Mapping:
- CWE-ID: 200 (Improper Input Validation)

Justification for Choice:
This vulnerability is classified under Improper Input Validation because it involves the absence of proper input checking mechanisms. The CVE description explicitly mentions ""a possible out of bounds write due to a missing bounds check,"" which directly relates to improper validation and handling of inputs, leading potentially to privilege escalation.

CWE-ID: 200"
29,Analyze the following CVE description and map it to the appropriate CWE. Provide a brief justification for your choice. Ensure the last line of your response contains only the CWE ID.  CVE Description: Galette is a membership management web application built for non profit organizations and released under GPLv3. Versions prior to 0.9.6 do not check for Cross Site Request Forgery attacks. All users are advised to upgrade to 0.9.6 as soon as possible. There are no known workarounds for this issue. ,CWE-352,"The CVE description indicates that Galette, a membership management web application built under GPLv3 and released prior to version 0.9.6 does not check for Cross Site Request Forgery (CSRF) attacks.

Cross-Site Request Forgery is an attack where unauthorized commands are transmitted from users whom the web application trusts because they have been tricked into executing them unintentionally, often due to a lack of proper CSRF protection mechanisms in place within applications. This vulnerability allows attackers to perform actions on behalf of authenticated victims without their consent.

The appropriate Common Weakness Enumeration (CWE) for this issue is CWE-502: Cross-Site Request Forgery because it directly relates to the absence or inadequacy of protections against such attacks, which can lead users performing unintended operations due to malicious requests disguised as legitimate ones from trusted sources. 

CWE ID: 502"
30,"Analyze the following CVE description and map it to the appropriate CWE. Provide a brief justification for your choice. Ensure the last line of your response contains only the CWE ID.  CVE Description: Adobe Flash Player Desktop Runtime 32.0.0.371 and earlier, Adobe Flash Player for Google Chrome 32.0.0.371 and earlier, and Adobe Flash Player for Microsoft Edge and Internet Explorer 32.0.0.330 and earlier have an use after free vulnerability. Successful exploitation could lead to arbitrary code execution. ",CWE-416,"The CVE description indicates a ""use after free"" issue in the specified versions of Adobe Flash Player Desktop Runtime (both standalone and integrated with Google Chrome/Internet Explorer/Microsoft Edge). This type of flaw occurs when memory that has been freed is still being used, leading potentially exploitable conditions.

CWE ID: 121"
31,"Analyze the following CVE description and map it to the appropriate CWE. Provide a brief justification for your choice. Ensure the last line of your response contains only the CWE ID.  CVE Description: VMware Cloud Director 10.0.x before 10.0.0.2, 9.7.0.x before 9.7.0.5, 9.5.0.x before 9.5.0.6, and 9.1.0.x before 9.1.0.4 do not properly handle input leading to a code injection vulnerability. An authenticated actor may be able to send malicious traffic to VMware Cloud Director which may lead to arbitrary remote code execution. This vulnerability can be exploited through the HTML5- and Flex-based UIs, the API Explorer interface and API access. ",CWE-917,"CWE ID: CWE-78 (Improper Input Validation) 

Justification:
The CVE description indicates that there is a lack of proper handling for input leading to potential code injection vulnerabilities in VMware Cloud Director versions before specified updates. This directly correlates with improper validation or sanitization, which falls under the category defined by CWE-78: Improper Input Validation.

CWE ID: 78"
32,Analyze the following CVE description and map it to the appropriate CWE. Provide a brief justification for your choice. Ensure the last line of your response contains only the CWE ID.  CVE Description: A cross-site request forgery (CSRF) in index.php/Dswjcms/User/tfAdd of Dswjcms 1.6.4 allows authenticated attackers to arbitrarily add administrator users. ,CWE-352,"The described vulnerability is a Cross-Site Request Forgery (CSRF). CSRF vulnerabilities allow an attacker to trick the victim into executing unwanted actions on their behalf, exploiting the trust that web applications have in user-initiated requests.

CWE ID: CWE-502

Justification:
This CVE describes how authenticated attackers can exploit this vulnerability by adding administrator users without proper authorization. This fits under CSRF vulnerabilities as it involves manipulating a user's session to perform unauthorized actions on their behalf, which is characteristic of Cross-Site Request Forgery attacks (CWE-502)."
33,"Analyze the following CVE description and map it to the appropriate CWE. Provide a brief justification for your choice. Ensure the last line of your response contains only the CWE ID.  CVE Description: IBM WebSphere Application Server 7.0, 8.0, 8.5, 9.0 and Liberty 17.0.0.3 through 21.0.0.9 could allow a remote user to enumerate usernames due to a difference of responses from valid and invalid login attempts. IBM X-Force ID: 205202. ",CWE-307,"The CVE described involves an issue where the application server allows enumeration of usernames based on differing response behaviors for legitimate versus illegitimate logins.

This vulnerability can be mapped directly into CWE as it pertains specifically to improper handling or disclosure related to user authentication processes, which is a common type of security flaw in web applications and servers. The most fitting classification under this scenario would likely involve issues with how the application handles input validation during login attempts (specifically failing silently on invalid inputs).

CWE ID: 313"
34,Analyze the following CVE description and map it to the appropriate CWE. Provide a brief justification for your choice. Ensure the last line of your response contains only the CWE ID.  CVE Description: An issue was discovered in swftools through 20200710. A NULL pointer dereference exists in the function InfoOutputDev::type3D1() located in InfoOutputDev.cc. It allows an attacker to cause Denial of Service. ,CWE-476,"The appropriate Common Weakness Enumeration (CWE) for this CVE is CWE-121: Null Pointer Dereference.

Justification:
A NULL pointer dereference occurs when a program attempts to access or modify the memory location pointed by a null reference, leading to undefined behavior and potentially causing Denial of Service. In this case, InfoOutputDev::type3D1() in swftools is vulnerable due to improper handling that results in accessing an uninitialized (null) pointer.

CWE-121"
35,Analyze the following CVE description and map it to the appropriate CWE. Provide a brief justification for your choice. Ensure the last line of your response contains only the CWE ID.  CVE Description: Out of bounds read in ANGLE allowed a remote attacker to obtain sensitive data via a crafted HTML page. ,CWE-125,"The described vulnerability involves an out-of-bounds memory access, which allows unauthorized reading or writing outside allocated buffers.

CWE Mapping:
- The appropriate Common Weakness Enumeration (CWE) for this type of issue is CWE-S199: Improper Access Control in Web Applications.
  
Justification:
This CVE describes a scenario where sensitive data can be accessed due to improper handling and validation within an application, specifically related to web applications. Out-of-bounds reads are indicative of issues with access control mechanisms that fail to properly restrict user actions.

CWE ID: CWE-S199"
36,"Analyze the following CVE description and map it to the appropriate CWE. Provide a brief justification for your choice. Ensure the last line of your response contains only the CWE ID.  CVE Description: The URL Shortify WordPress plugin before 1.5.1 does not have CSRF check in place when bulk-deleting links or groups, which could allow attackers to make a logged in admin delete arbitrary link and group via a CSRF attack. ",CWE-352,"The described vulnerability involves the lack of Cross-Site Request Forgery (CSRF) protection during certain actions within an application that allows for administrative privileges without proper verification.

CWE ID: CWE-502

Justification:
This CVE describes how attackers can exploit insufficient security measures to perform unauthorized operations, specifically through CSRF attacks. The absence of a CSRF check when performing bulk-deletions is indicative of inadequate input validation and session management practices that align with the characteristics defined in CWE-502.

CWE ID: 502"
